Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京,----,07:46,00:00,-
2,镇江,08:09,08:20,00:23,64
3,丹阳,08:33,08:35,00:36,92
4,常州,08:51,08:53,00:52,136
5,无锡,09:07,09:09,01:06,175
6,苏州,09:25,09:29,01:22,217
7,苏州园区,09:35,09:37,01:28,227
8,昆山南,09:49,09:54,01:40,251
9,上海虹桥,10:16,10:28,02:02,301
10,嘉兴南,10:57,11:00,02:31,385
11,海宁西,11:16,11:18,02:47,434
12,杭州东,11:31,11:35,03:00,460
13,余姚北,12:09,12:11,03:34,566
14,宁波,12:32,12:35,03:55,615
15,奉化,12:52,12:54,04:12,653
16,台州,13:35,13:37,04:53,767
17,温岭,13:48,13:57,05:04,791
18,绅坊,14:15,14:17,05:22,837
19,温州南,14:40,14:42,05:45,890
20,福鼎,15:16,15:18,06:19,984
21,罗源,16:03,16:05,07:04,1120
22,福州南,16:35,16:40,07:34,1184
23,福清,16:54,16:56,07:48,1220
24,泉州,17:37,17:39,08:29,1339
25,厦门北,18:05,18:09,08:55,1410
26,漳州,18:31,18:33,09:17,1452
27,云霄,19:01,19:03,09:45,-
28,潮汕,19:39,19:44,10:21,1619
29,普宁,20:05,20:07,10:42,-
30,陆丰,20:31,20:33,11:06,1733
31,惠州南,21:20,21:22,11:53,1868
32,深圳北,21:53,21:53,12:24,1924
