Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,满归,----,06:00,00:00,-
2,阿乌尼,06:30,06:30,00:30,5
3,阿龙山,06:59,07:06,00:59,10
4,金河,08:17,08:23,02:10,15
5,金林,09:00,09:00,02:47,20
6,朝中,09:49,09:53,03:36,25
7,根河,10:17,10:25,04:00,95
8,哈达,10:52,11:17,04:27,62
9,伊图里河,11:38,11:45,04:48,121
10,图里河,12:11,12:14,05:14,97
11,岭北,12:40,12:52,05:40,119
12,岭南,13:20,13:25,06:08,136
13,库都尔,13:55,14:00,06:38,165
14,原林,14:28,14:31,07:06,190
15,岩山,15:00,15:03,07:35,217
16,乌尔旗汗,15:30,15:36,08:02,241
17,煤田,15:50,15:53,08:16,252
18,牧原,16:10,16:13,08:33,268
19,汇流河,16:45,16:48,09:05,295
20,牙克石,17:00,17:03,09:17,357
21,大雁,17:27,17:30,09:41,327
22,扎罗木得,17:40,17:42,09:51,-
23,哈克,18:10,18:12,10:19,363
24,海拉尔,18:41,18:41,10:48,439
