Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京南,----,10:38,00:00,-
2,江宁,10:46,10:51,00:08,12
3,溧水,11:04,11:06,00:21,46
4,宜兴,11:31,11:33,00:46,129
5,湖州,11:50,11:52,01:03,185
6,德清,12:05,12:11,01:16,221
7,杭州东,12:25,12:50,01:30,256
8,余姚北,13:25,13:30,02:05,560
9,宁波,13:52,13:57,02:27,411
10,奉化,14:15,14:17,02:45,449
11,三门县,14:43,14:45,03:11,517
12,台州,15:04,15:06,03:30,492
13,温岭,15:17,15:19,03:41,516
14,温州南,15:54,15:57,04:16,510
15,太姥山,16:41,16:43,05:00,706
16,宁德,17:15,17:17,05:32,892
17,福州南,17:53,17:58,06:08,686
18,惠安,18:44,18:46,06:54,-
19,厦门北,19:17,19:21,07:25,912
20,漳州,19:40,19:42,07:44,954
21,云霄,20:10,20:12,08:12,-
22,饶平,20:33,20:35,08:33,-
23,潮汕,20:52,20:56,08:50,-
24,普宁,21:17,21:19,09:11,-
25,陆丰,21:43,21:45,09:35,-
26,深圳北,23:01,23:01,10:51,-
