Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,满洲里,----,04:28,00:00,-
2,扎赉诺尔西,04:51,04:59,00:23,23
3,嵯岗,05:25,05:29,00:49,61
4,海拉尔,06:48,07:00,02:08,186
5,牙克石,08:10,08:23,03:18,268
6,汇流河,08:35,08:38,03:30,-
7,牧原,09:07,09:10,03:59,-
8,煤田,09:26,09:28,04:15,-
9,乌尔旗汗,09:41,09:44,04:28,-
10,岩山,10:10,10:13,04:54,-
11,原林,10:43,10:50,05:24,-
12,库都尔,11:17,11:35,05:51,-
13,岭南,12:10,12:12,06:26,-
14,岭北,12:33,13:03,06:47,-
15,伊图里河,13:56,14:02,07:40,-
16,根河,14:47,15:10,08:25,-
17,喀喇其,17:03,17:07,10:18,-
18,克一河,17:52,17:56,11:03,-
19,甘河,18:47,18:51,11:54,-
20,吉文,19:10,19:20,12:13,-
21,阿里河,20:37,20:55,13:30,-
22,加格达奇,21:46,22:07,14:21,-
23,大杨树,23:11,23:19,15:25,-
24,嫩江,01:11,01:18,17:17,-
25,齐齐哈尔,04:22,04:39,20:21,608
26,大庆,05:57,06:00,21:39,776
27,安达,06:22,06:25,22:01,808
28,羊草,06:34,06:35,22:10,-
29,宋,06:49,06:51,22:24,954
30,尚家,07:05,07:07,22:38,-
31,肇东,07:19,07:26,22:50,918
32,里木店,07:40,07:42,23:04,-
33,对青山,07:52,07:54,23:14,-
34,万乐,08:05,08:07,23:25,-
35,哈尔滨,08:25,08:25,23:43,935
