Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,苏州,----,00:29,00:00,-
2,昆山,00:53,00:58,00:24,35
3,海宁,03:15,03:19,02:41,206
4,杭州东,04:04,04:12,03:26,265
5,义乌,05:47,05:51,05:01,410
6,金华,06:30,06:37,05:40,458
7,衢州,07:29,07:33,06:32,544
8,上饶,09:02,09:08,08:01,579
9,鹰潭,10:29,10:43,09:22,695
10,新余,13:24,13:32,12:03,941
11,萍乡,14:57,15:03,13:28,1066
12,醴陵,15:30,15:35,13:55,1074
13,株洲,16:33,16:53,14:53,1147
14,长沙,17:32,17:52,15:32,1199
15,益阳,18:56,19:02,16:36,1296
16,常德,20:02,20:08,17:36,1397
17,张家界,23:18,23:38,20:46,1595
18,吉首,01:40,01:50,22:48,1720
19,怀化,04:30,04:30,25:28,1823
