Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,09:08,00:00,-
2,曲靖北,09:43,09:45,00:35,10
3,富源北,10:02,10:10,00:52,15
4,安顺西,11:07,11:09,01:49,35
5,贵阳北,11:39,11:43,02:19,40
6,凯里南,12:21,12:23,02:57,50
7,铜仁南,12:59,13:01,03:33,55
8,怀化南,13:30,13:34,04:02,94
9,溆浦南,13:54,13:56,04:22,126
10,娄底南,14:32,14:34,04:58,301
11,湘潭北,15:00,15:02,05:24,444
12,长沙南,15:15,15:21,05:37,426
13,萍乡北,15:49,15:51,06:05,497
14,新余北,16:19,16:21,06:33,1384
15,南昌西,16:53,16:59,07:05,734
16,抚州东,17:25,17:32,07:31,1608
17,鹰潭北,17:46,17:48,07:45,1651
18,上饶,18:14,18:17,08:11,1752
19,衢州,18:45,18:47,08:39,1854
20,金华,19:08,19:11,09:00,1932
21,义乌,19:27,19:34,09:16,1984
22,诸暨,19:48,19:54,09:30,-
23,杭州东,20:18,20:18,09:54,2093
