Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,海门,----,12:03,00:00,-
2,南通,12:30,13:00,00:27,-
3,海安,13:44,13:50,01:11,-
4,东台,14:21,14:25,01:42,-
5,盐城,15:06,15:10,02:23,-
6,淮安,16:32,16:37,03:45,-
7,沭阳,17:15,17:20,04:23,-
8,新沂,17:58,18:02,05:01,-
9,徐州,19:18,19:40,06:17,-
10,砀山,20:34,20:38,07:11,-
11,商丘,21:24,22:02,07:57,-
12,菏泽,23:06,23:09,09:01,-
13,聊城,00:38,00:54,10:30,-
14,衡水,02:56,03:11,12:32,-
15,辛集,03:48,03:50,13:09,-
16,石家庄北,05:45,06:07,15:04,-
17,阳泉北,07:33,07:37,16:30,-
18,太原,08:50,08:50,17:43,-
