Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,霍尔果斯,22:45,22:45,00:00,-
2,伊宁,23:47,23:54,01:02,73
3,奎屯,05:01,05:12,06:09,445
4,石河子,06:08,06:10,07:05,542
5,乌鲁木齐,07:34,07:34,08:29,563
