Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州西,----,07:58,00:00,-
2,兰州,08:10,08:25,00:12,5
3,陇西,10:31,10:34,02:18,207
4,武山,10:59,11:01,02:43,246
5,甘谷,11:27,11:29,03:09,286
6,天水,12:43,12:49,04:23,353
7,宝鸡,15:27,15:35,07:01,508
8,杨陵,16:29,16:33,07:55,596
9,咸阳,17:12,17:16,08:34,658
10,西安,17:40,17:50,08:58,681
11,渭南,18:29,18:40,09:37,-
12,三门峡西,21:02,21:08,11:59,-
13,洛阳,23:18,23:45,14:09,-
14,郑州,02:20,02:42,16:44,1073
15,新乡,04:28,05:07,18:30,-
16,鹤壁,06:03,06:07,19:26,-
17,邯郸,07:10,07:25,20:29,-
18,石家庄,09:05,09:17,22:09,1503
19,保定,10:37,10:48,23:29,-
20,涿州,12:18,12:23,24:59,-
21,北京西,13:20,13:20,25:56,1784
