Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,邯郸,----,08:05,00:00,-
2,康城,08:31,08:33,00:26,-
3,武安,08:43,08:45,00:36,30
4,午汲,08:54,08:56,00:45,37
5,磁山,09:06,09:08,00:55,44
6,徘徊北,09:22,09:24,01:09,56
7,新固镇,09:32,09:34,01:17,62
8,什里店,09:43,09:45,01:26,70
9,阳邑,09:54,09:56,01:35,77
10,豆庄,10:05,10:07,01:44,84
11,偏店,10:22,10:24,01:59,-
12,井店,10:33,10:35,02:08,104
13,涉县,10:44,10:46,02:17,111
14,悬钟,11:01,11:03,02:32,125
15,南峧,11:26,11:28,02:55,-
16,东阳关,11:58,12:00,03:25,-
17,黎城,12:13,12:15,03:38,168
18,水洋,12:26,12:28,03:49,-
19,常村,12:39,12:41,04:00,-
20,漫流河,12:53,12:55,04:12,-
21,微子镇,13:18,13:20,04:35,-
22,潞城,13:30,13:30,04:45,209
