Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,承德,----,06:45,00:00,-
2,韩麻营,07:46,07:49,01:01,46
3,隆化,08:07,08:30,01:19,56
4,超梁沟,08:44,08:45,01:33,69
5,白旗,08:56,08:57,01:44,78
6,梁底下,09:06,09:07,01:53,85
7,滦河沿,09:16,09:17,02:02,93
8,金沟屯,09:23,09:24,02:08,96
9,张百湾,09:37,09:38,02:21,107
10,窑上,09:48,09:49,02:31,114
11,滦平,10:03,10:05,02:45,125
12,二道沟门,10:24,10:25,03:04,142
13,五道河,10:35,10:36,03:14,150
14,虎什哈,10:47,10:48,03:25,-
15,猴山,10:56,11:16,03:33,165
16,南大庙,11:25,11:26,03:42,172
17,流水沟,11:38,11:39,03:54,182
18,古北口,11:44,11:47,03:59,-
19,黑山寺,13:38,13:40,05:50,-
20,怀柔北,14:09,14:15,06:19,-
21,雁栖湖,14:22,14:25,06:26,-
22,北宅,14:37,14:39,06:38,255
23,官高,15:31,15:32,07:30,283
24,昌平北,15:42,15:42,07:40,291
