Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,14:45,00:00,-
2,金山北,15:03,15:19,00:18,48
3,嘉兴南,15:33,15:35,00:32,84
4,海宁西,15:51,15:53,00:48,133
5,余杭,16:00,16:06,00:55,144
6,杭州东,16:16,16:19,01:05,159
7,绍兴北,16:38,16:40,01:24,202
8,宁波,17:18,17:22,02:02,261
9,宁海,17:50,17:52,02:30,386
10,临海,18:14,18:16,02:52,425
11,温岭,18:35,18:37,03:11,472
12,绅坊,18:55,18:57,03:29,518
13,温州南,19:17,19:20,03:49,413
14,苍南,19:44,19:46,04:13,465
15,霞浦,20:18,20:20,04:45,736
16,罗源,20:49,20:51,05:14,829
17,福州南,21:22,21:47,05:45,593
18,福清,22:01,22:05,05:59,558
19,莆田,22:26,22:26,06:20,679
