Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,07:02,00:00,-
2,金山北,07:20,07:26,00:18,48
3,嘉兴南,07:40,07:43,00:32,84
4,杭州东,08:08,08:13,00:57,159
5,绍兴北,08:32,08:34,01:16,202
6,绍兴东,08:46,08:48,01:28,207
7,宁波,09:16,09:26,01:56,261
8,奉化,09:43,09:45,02:13,299
9,台州,10:26,10:29,02:54,448
10,温岭,10:40,10:42,03:05,472
11,永嘉,11:11,11:13,03:34,553
12,温州南,11:23,11:25,03:44,413
13,福安,12:29,12:31,04:48,768
14,宁德,12:43,12:45,05:00,795
15,福州南,13:19,13:24,05:34,593
16,莆田,13:54,13:56,06:04,679
17,泉州,14:21,14:23,06:29,748
18,厦门北,14:50,15:01,06:56,819
19,漳州,15:20,15:22,07:15,1151
20,潮汕,16:19,16:23,08:12,1318
21,葵潭,16:55,16:57,08:44,1402
22,汕尾,17:21,17:23,09:08,-
23,深圳北,18:25,18:25,10:10,1623
