Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,----,07:30,00:00,-
2,大英东,08:16,08:18,00:46,119
3,潼南,08:52,08:54,01:20,198
4,合川,09:19,09:25,01:45,247
5,重庆北,09:50,09:58,02:10,313
6,涪陵北,10:36,10:46,02:48,405
7,利川,11:55,11:57,03:57,591
8,恩施,12:29,12:33,04:29,652
9,宜昌东,14:17,14:21,06:13,866
10,枝江北,14:40,14:42,06:32,910
11,荆州,15:01,15:03,06:51,954
12,天门南,15:44,15:47,07:32,1075
13,汉口,16:23,16:47,08:08,1158
14,麻城北,17:25,17:27,08:46,1269
15,金寨,17:59,18:01,09:18,1378
16,六安,18:18,18:20,09:35,1430
17,合肥南,18:44,19:03,09:59,1244
18,南京南,19:55,19:58,10:51,1401
19,溧水,20:15,20:22,11:08,1720
20,溧阳,20:39,20:45,11:25,-
21,宜兴,20:57,20:59,11:37,1803
22,长兴,21:12,21:14,11:50,1839
23,湖州,21:23,21:25,11:59,1859
24,德清,21:38,21:40,12:12,1895
25,杭州东,21:54,21:54,12:26,1930
