Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,07:23,07:23,00:00,-
2,洛碛,08:12,08:22,00:49,5
3,长寿,08:33,08:34,01:00,10
4,涪陵,09:17,09:19,01:43,15
5,白涛,09:41,10:01,02:05,25
6,白沙沱,10:14,10:20,02:18,30
7,白马,10:31,10:37,02:29,35
8,武隆,11:24,11:28,03:16,82
9,中嘴,11:41,11:58,03:29,45
10,高谷,12:21,12:22,03:52,50
11,彭水,12:38,12:43,04:08,131
12,保家楼,12:55,13:03,04:20,60
13,郁山,13:17,13:43,04:34,65
14,干溪沟,13:57,14:03,04:48,70
15,核桃园,14:41,15:06,05:26,75
16,黔江,15:17,15:26,05:37,156
17,鱼泉,16:08,16:10,06:19,85
18,长潭沟,16:36,16:39,06:45,90
19,泔溪,16:50,16:53,06:56,95
20,酉阳,17:27,17:32,07:30,176
21,龙池,18:05,18:13,08:03,105
22,秀山,19:04,19:04,08:54,220
