Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,内江,08:13,08:13,00:00,-
2,内江南,08:25,08:28,00:12,5
3,大山铺,08:53,08:55,00:37,10
4,自贡,09:08,09:15,00:50,15
5,俞冲,09:43,09:45,01:18,20
6,孔滩,09:57,09:59,01:30,25
7,王场,10:10,10:12,01:41,30
8,敬梓场,10:25,10:27,01:54,35
9,一步滩,10:44,10:46,02:11,40
10,宜宾,11:12,11:18,02:37,118
11,宜宾南,11:27,11:33,02:46,50
12,水富,11:57,12:01,03:10,55
13,横江,12:16,12:18,03:25,60
14,小儿坪,12:30,12:33,03:37,65
15,铜鼓溪,12:45,12:48,03:49,70
16,滩头,13:00,13:06,04:01,75
17,普洱渡,13:20,13:23,04:15,80
18,临江溪,13:36,13:40,04:28,85
19,盐津北,13:52,14:00,04:40,90
20,盐津,14:12,14:17,04:52,95
21,豆沙关,14:28,14:34,05:03,100
22,沙沙坡,14:45,14:48,05:14,105
23,小关溪,15:01,15:07,05:27,110
24,岔河,15:22,15:27,05:42,115
25,大关,15:37,15:43,05:52,120
26,曾家坪子,15:56,16:05,06:05,125
27,苍坪,16:18,16:23,06:18,130
28,邓家湾,16:38,16:42,06:33,135
29,田梁子,16:58,17:03,06:49,140
30,彝良,17:17,17:25,07:03,145
31,彝良南,17:38,17:46,07:16,150
32,二道桥,17:59,18:18,07:29,155
33,昭通北,18:30,18:35,07:41,160
34,昭通,18:45,18:45,07:51,367
