Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,----,14:20,00:00,-
2,彭山北,14:47,14:50,00:27,66
3,乐山,15:13,15:15,00:50,105
4,犍为,15:32,15:34,01:07,-
5,宜宾西,16:04,16:08,01:37,-
6,长宁,16:21,16:23,01:50,-
7,兴文,16:40,16:42,02:07,-
8,威信,17:06,17:08,02:31,-
9,毕节,17:35,17:37,02:58,-
10,黔西,18:00,18:03,03:21,-
11,贵阳东,18:31,18:38,03:49,646
12,龙里北,18:56,19:11,04:07,695
13,都匀东,19:36,19:38,04:32,762
14,从江,20:26,20:35,05:20,920
15,桂林西,21:23,21:28,06:08,1059
16,恭城,22:01,22:04,06:41,1165
17,佛山西,23:39,23:39,08:16,1470
