Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,石家庄,07:30,07:30,00:00,-
2,石家庄东,07:44,07:46,00:14,18
3,衡水北,08:15,08:17,00:43,116
4,景州,08:33,08:35,00:59,160
5,德州东,08:51,08:53,01:15,205
6,平原东,09:05,09:12,01:27,229
7,齐河,09:29,09:31,01:44,-
8,济南西,09:47,09:51,02:00,298
9,济南,10:08,10:10,02:17,444
10,淄博,10:52,10:54,02:59,558
11,青州市,11:12,11:14,03:17,471
12,潍坊,11:35,11:37,03:38,658
13,高密,12:04,12:06,04:05,613
14,胶州北,12:20,12:22,04:19,-
15,莱阳,13:04,13:06,05:01,755
16,海阳北,13:20,13:22,05:15,782
17,烟台南,13:45,13:47,05:38,841
18,威海北,14:10,14:12,06:01,-
19,荣成,14:37,14:37,06:26,955
