Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,齐齐哈尔,----,09:03,00:00,-
2,榆树屯,09:20,09:22,00:17,22
3,富拉尔基,09:42,09:44,00:37,42
4,龙江,10:16,10:19,01:09,81
5,碾子山,10:44,10:47,01:34,91
6,扎兰屯,11:35,11:38,02:22,111
7,哈拉苏,12:04,12:06,02:48,-
8,巴林,12:34,12:36,03:16,236
9,喇嘛山,12:47,12:49,03:27,-
10,雅鲁,13:09,13:11,03:47,-
11,博克图,13:39,13:45,04:15,297
12,乌奴耳,14:44,14:46,05:14,-
13,免渡河,15:18,15:21,05:46,392
14,牙克石,15:48,15:53,06:13,425
15,海拉尔,17:08,17:18,07:28,507
16,赫尔洪得,18:21,18:23,08:31,602
17,嵯岗,18:44,18:48,08:52,632
18,扎赉诺尔西,19:13,19:17,09:17,670
19,满洲里,19:42,19:42,09:42,693
