Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,嘉兴南,----,07:14,00:00,-
2,嘉善南,07:22,07:24,00:08,-
3,松江南,07:38,07:40,00:22,-
4,上海虹桥,07:55,08:10,00:37,84
5,苏州北,08:33,08:35,01:00,-
6,无锡东,08:45,08:47,01:10,-
7,南京南,09:34,09:37,01:57,379
8,合肥,10:34,10:38,02:54,-
9,淮南南,11:05,11:07,03:21,-
10,阜阳西,11:41,11:45,03:55,-
11,周口东,12:19,12:21,04:29,-
12,郑州东,13:19,13:22,05:27,750
13,新乡东,13:42,13:44,05:47,-
14,鹤壁东,14:00,14:02,06:03,-
15,安阳东,14:17,14:19,06:18,-
16,邯郸东,14:36,14:38,06:35,-
17,高邑西,15:07,15:13,07:04,-
18,石家庄,15:28,15:56,07:19,-
19,阳泉北,16:38,16:41,08:01,-
20,太原南,17:28,17:35,08:48,-
21,介休东,18:10,18:12,09:23,-
22,霍州东,18:34,18:36,09:45,-
23,临汾西,19:00,19:02,10:09,-
24,闻喜西,19:30,19:32,10:37,-
25,运城北,19:47,19:47,10:52,-
