Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,海拉尔,20:10,20:10,00:00,-
2,大雁,21:14,21:16,01:04,64
3,牙克石,21:34,21:39,01:22,82
4,免渡河,22:04,22:07,01:47,115
5,乌奴耳,22:31,22:34,02:11,145
6,兴安岭,23:07,23:08,02:44,185
7,博克图,23:31,23:37,03:07,210
8,扎兰屯,01:16,01:19,04:46,267
9,齐齐哈尔,03:30,04:16,06:57,400
10,泰来,05:45,06:03,08:26,623
11,镇赉,06:45,06:48,09:08,687
12,白城,07:15,07:30,09:35,725
13,洮南,07:53,07:56,09:58,757
14,黑水,08:10,08:13,10:12,773
15,通榆,08:46,08:49,10:45,-
16,太平川,09:22,09:32,11:18,874
17,保康,09:54,09:57,11:40,908
18,茂林,10:11,10:14,11:54,927
19,双辽,10:58,11:07,12:38,988
20,八面城,11:49,11:52,13:20,1050
21,四平,12:19,12:25,13:47,1078
22,昌图,12:58,13:01,14:20,1131
23,铁岭,13:41,13:44,15:00,1196
24,沈阳北,14:33,14:45,15:49,1263
25,沈阳,14:52,15:14,15:56,1266
26,苏家屯,15:29,15:32,16:11,1282
27,辽阳,16:02,16:05,16:41,1330
28,鞍山,16:23,16:26,16:59,1355
29,海城,16:51,16:54,17:24,1391
30,大石桥,17:23,17:26,17:53,1423
31,盖州,17:45,17:47,18:12,1453
32,熊岳城,18:07,18:10,18:32,1484
33,瓦房店,18:58,19:01,19:20,1558
34,普兰店,19:21,19:24,19:40,1585
35,金州,19:54,19:57,20:10,1630
36,大连,20:30,20:30,20:43,1663
