Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳北,----,07:20,00:00,-
2,盘锦北,08:22,08:23,01:02,154
3,锦州南,08:47,08:49,01:26,223
4,山海关,09:48,09:57,02:25,420
5,北戴河,10:19,10:23,02:47,426
6,唐山,10:54,11:01,03:18,552
7,天津西,11:36,11:42,03:53,690
8,德州东,12:36,12:38,04:47,899
9,齐河,13:04,13:06,05:13,-
10,济南东,13:19,13:23,05:26,-
11,邹平,13:40,13:43,05:43,-
12,潍坊北,14:16,14:19,06:16,-
13,即墨北,14:57,14:59,06:54,-
14,莱阳,15:26,15:28,07:21,-
15,烟台南,16:01,16:03,07:54,-
16,牟平,16:15,16:17,08:06,-
17,威海,16:37,16:39,08:26,-
18,荣成,16:59,16:59,08:46,-
