Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,----,12:09,00:00,-
2,绍兴北,12:29,12:31,00:20,43
3,余姚北,12:50,12:52,00:39,106
4,宁波,13:13,13:17,01:00,155
5,三门县,13:56,13:58,01:39,261
6,台州,14:17,14:19,01:58,289
7,绅坊,14:44,14:46,02:23,359
8,温州南,15:09,15:12,02:46,249
9,霞浦,16:03,16:05,03:37,577
10,福安,16:18,16:20,03:50,609
11,罗源,16:40,16:42,04:10,589
12,连江,16:56,16:58,04:24,621
13,福州南,17:17,17:23,04:43,430
14,莆田,17:53,17:55,05:13,516
15,泉州,18:20,18:22,05:38,585
16,厦门北,18:52,19:03,06:08,879
17,角美,19:15,19:35,06:20,-
18,漳州,19:46,19:48,06:31,992
19,龙岩,20:31,20:31,07:14,950
