Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,01:06,01:06,00:00,-
2,保定,02:36,02:42,01:30,146
3,石家庄,04:08,04:16,02:56,281
4,邯郸,05:56,06:02,04:36,442
5,新乡,07:51,08:23,06:25,609
6,焦作,09:13,09:19,07:15,672
7,济源,10:21,10:26,08:17,737
8,汝州,13:22,13:27,11:13,894
9,宝丰,14:06,14:11,11:52,-
10,鲁山,14:31,14:36,12:12,956
11,南召,15:23,15:28,12:59,1000
12,南阳,16:17,16:27,13:48,1058
13,邓州,17:18,17:23,14:39,1119
14,襄阳,18:47,19:09,16:03,1187
15,安康,23:35,23:55,20:29,1560
16,达州,03:27,03:37,24:01,1836
17,遂宁,07:17,07:25,27:41,2235
18,成都,10:40,10:40,30:56,2038
