Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京南,----,07:38,00:00,-
2,溧水,07:55,07:57,00:17,46
3,溧阳,08:12,08:14,00:32,98
4,宜兴,08:26,08:28,00:44,129
5,长兴,08:40,08:42,00:56,165
6,湖州,08:51,08:54,01:05,185
7,德清,09:07,09:13,01:18,221
8,杭州东,09:28,09:30,01:33,256
9,诸暨,09:54,09:56,01:57,349
10,义乌,10:10,10:18,02:11,401
11,金华,10:35,10:37,02:28,449
12,上饶,11:26,11:29,03:17,570
13,鹰潭北,11:55,11:57,03:43,676
14,南昌西,12:32,12:38,04:18,883
15,高安,12:54,12:56,04:34,858
16,萍乡北,13:40,13:44,05:18,1246
17,长沙南,14:16,14:21,05:50,1439
18,娄底南,14:56,14:58,06:25,1564
19,溆浦南,15:34,15:36,07:01,1424
20,怀化南,15:57,16:01,07:22,1771
21,三穗,16:39,16:41,08:00,1727
22,凯里南,17:06,17:11,08:25,1732
23,贵阳北,17:49,17:54,09:03,1737
24,安顺西,18:24,18:26,09:33,1742
25,盘州,19:13,19:15,10:20,1752
26,曲靖北,19:39,19:41,10:44,1762
27,昆明南,20:16,20:16,11:19,1772
