Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳,07:47,07:47,00:00,-
2,东莞东,08:35,08:40,00:48,61
3,惠州,09:23,09:28,01:31,115
4,河源,10:18,10:22,02:21,195
5,龙川,11:16,11:24,03:15,270
6,赣州,14:23,14:27,06:14,511
7,吉安,16:28,16:32,08:15,697
8,南昌西,18:54,19:03,10:37,923
9,九江,21:14,21:28,12:48,1065
10,武穴,22:21,22:24,13:41,1123
11,蕲春,22:52,22:55,14:09,1162
12,浠水,23:15,23:27,14:29,1192
13,麻城,00:28,00:35,15:30,1288
14,信阳,03:15,03:35,18:10,1455
15,唐河,05:20,05:23,19:55,1662
16,南阳,06:18,06:53,20:50,1580
17,内乡,07:38,07:41,21:35,1785
18,西峡,08:09,08:13,22:03,1828
19,商南,09:10,09:12,23:00,1895
20,丹凤,09:54,09:56,23:42,1930
21,商洛,10:27,10:29,24:13,1992
22,西安,12:49,12:49,26:33,2229
