Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,07:14,07:14,00:00,-
2,三家店,07:57,07:58,00:43,37
3,官厅西,09:01,09:03,01:46,42
4,沙城,09:22,09:24,02:05,121
5,下花园,09:46,09:48,02:27,72
6,宣化,10:11,10:13,02:50,171
7,张家口,10:38,10:38,03:15,-
