Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京南,07:16,07:16,00:00,-
2,合肥南,08:08,08:14,00:52,157
3,六安,08:38,08:40,01:16,244
4,麻城北,09:26,09:28,02:02,405
5,红安西,09:42,09:44,02:16,444
6,汉口,10:14,10:19,02:46,516
7,汉川,10:42,10:44,03:09,562
8,仙桃西,11:09,11:11,03:34,630
9,枝江北,11:58,12:00,04:21,764
10,宜昌东,12:20,12:25,04:41,808
11,恩施,14:09,14:13,06:25,1022
12,利川,14:48,14:50,07:00,1083
13,涪陵北,16:01,16:03,08:11,-
14,长寿北,16:16,16:18,08:24,-
15,重庆北,16:48,16:56,08:54,1361
16,合川,17:21,17:23,09:19,1417
17,潼南,17:47,17:49,09:43,1476
18,遂宁,18:17,18:19,10:11,1528
19,成都东,19:16,19:16,11:08,1674
