Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,09:49,09:49,00:00,-
2,德阳,10:12,10:14,00:23,66
3,绵阳,10:31,10:33,00:40,113
4,江油,10:50,10:52,00:57,162
5,广元,11:32,11:38,01:37,171
6,汉中,12:21,12:25,02:20,416
7,城固北,12:36,12:38,02:31,444
8,佛坪,13:01,13:03,02:54,518
9,阿房宫,13:39,13:49,03:30,636
10,西安北,14:06,14:26,03:47,658
11,华山北,14:56,15:05,04:17,779
12,洛阳龙门,15:58,16:00,05:10,1038
13,郑州东,16:38,16:48,05:48,1698
14,安阳东,17:30,17:32,06:30,1875
15,邯郸东,17:49,17:51,06:47,1418
16,石家庄,18:30,18:35,07:26,2110
17,衡水北,19:13,19:16,08:04,-
18,德州东,19:43,19:46,08:31,-
19,济南东,20:22,20:22,09:07,-
