Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,郑州东,13:50,13:50,00:00,-
2,西华,14:38,14:47,00:48,-
3,周口东,14:56,14:59,00:57,-
4,沈丘北,15:13,15:22,01:11,-
5,界首南,15:34,15:36,01:23,-
6,临泉,15:46,15:48,01:33,-
7,阜阳西,16:02,16:06,01:47,-
8,凤台南,16:31,16:33,02:12,-
9,淮南南,16:47,16:49,02:26,-
10,合肥,17:16,17:20,02:53,-
11,南京南,18:16,18:18,03:49,371
12,溧水,18:34,18:36,04:05,412
13,宜兴,18:58,19:01,04:27,495
14,长兴,19:13,19:15,04:39,-
15,德清,19:32,19:34,04:56,587
16,杭州东,19:47,19:53,05:09,841
17,余姚北,20:24,20:26,05:40,1053
18,宁波,20:45,20:45,05:59,980
