Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,平顶山,----,16:55,00:00,-
2,漯河,18:07,18:15,01:12,78
3,周口,19:05,19:13,02:02,-
4,项城,19:35,19:38,02:24,-
5,沈丘,19:56,20:00,02:42,-
6,界首市,20:24,20:28,03:06,-
7,太和北,20:46,20:50,03:24,-
8,阜阳,21:36,21:56,04:10,-
9,涡阳,22:48,22:53,05:02,-
10,宿州,00:48,00:52,06:57,-
11,滁州北,03:26,03:29,09:31,-
12,南京,05:24,05:30,11:26,740
13,镇江,06:22,06:26,12:18,-
14,丹阳,06:44,06:48,12:36,832
15,常州,07:17,07:21,13:05,-
16,无锡,07:48,07:52,13:32,-
17,苏州,08:20,08:43,14:00,957
18,昆山,09:17,09:26,14:34,992
19,上海,10:20,10:20,15:28,1041
