Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,10:27,10:27,00:00,-
2,青白江东,10:41,10:43,00:14,32
3,德阳,10:56,10:58,00:27,66
4,绵阳,11:15,11:17,00:44,113
5,广元,12:10,12:15,01:37,171
6,汉中,12:59,13:02,02:21,416
7,鄠邑,13:57,13:59,03:16,613
8,西安北,14:21,14:31,03:38,658
9,渭南北,14:48,14:56,03:55,721
10,华山北,15:15,15:17,04:14,779
11,三门峡南,15:43,15:45,04:40,915
12,洛阳龙门,16:16,16:18,05:11,1038
13,郑州东,16:56,17:00,05:49,1698
14,新乡东,17:20,17:22,06:09,1765
15,邯郸东,18:00,18:03,06:47,1418
16,邢台东,18:19,18:22,07:03,1988
17,石家庄,18:50,18:53,07:31,2110
18,定州东,19:16,19:22,07:54,1673
19,保定东,19:40,19:42,08:12,2252
20,白洋淀,19:56,19:58,08:26,-
21,天津西,20:40,20:58,09:08,1885
22,滨海西,21:19,21:22,09:29,-
23,唐山,21:43,21:45,09:50,2004
24,秦皇岛,22:22,22:22,10:27,2151
