Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,09:44,00:00,-
2,苏州北,10:07,10:09,00:23,81
3,无锡东,10:19,10:24,00:33,108
4,常州北,10:41,10:43,00:50,165
5,镇江南,11:00,11:02,01:07,230
6,南京南,11:23,11:32,01:28,295
7,合肥,12:28,12:34,02:24,465
8,淮南南,13:01,13:03,02:51,-
9,凤台南,13:16,13:18,03:04,-
10,颍上北,13:31,13:33,03:17,-
11,阜阳西,13:50,13:56,03:34,-
12,太和东,14:07,14:09,03:45,-
13,亳州南,14:29,14:31,04:05,-
14,商丘,14:56,15:02,04:30,641
15,兰考南,15:29,15:37,04:57,646
16,郑州东,16:09,16:12,05:29,656
17,洛阳龙门,16:48,16:50,06:05,795
18,三门峡南,17:21,17:23,06:36,918
19,西安北,18:15,18:22,07:28,1175
20,杨陵南,18:50,18:52,07:56,-
21,宝鸡南,19:17,19:21,08:21,1258
22,天水南,20:08,20:11,09:08,1263
23,秦安,20:26,20:28,09:23,1268
24,兰州西,21:33,21:33,10:28,1278
