Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,12:26,00:00,-
2,黎塘,13:55,13:59,01:29,120
3,来宾,14:44,14:49,02:14,81
4,柳州,16:13,16:27,03:38,789
5,桂林北,18:49,19:14,06:00,315
6,兴安北,19:50,19:57,06:36,1010
7,全州南,20:30,20:36,07:09,1062
8,永州,22:03,22:27,08:36,514
9,衡阳,00:05,00:21,10:14,965
10,龙市,05:24,06:08,15:17,1485
11,井冈山,06:33,06:40,15:42,1521
12,吉安,08:01,08:21,17:03,1612
13,新干,09:15,09:26,17:57,1170
14,向塘,10:36,10:40,19:07,1251
15,南昌,11:06,11:26,19:33,1279
16,黄州,14:45,14:48,22:52,2129
17,麻城,15:28,15:34,23:32,2196
18,阜阳,18:04,18:14,26:02,2382
19,亳州,19:29,19:35,27:17,2486
20,商丘南,20:22,20:28,28:04,2550
21,定陶,21:22,21:24,28:58,2254
22,菏泽,21:41,21:47,29:15,2655
23,济宁,22:53,23:01,30:21,2382
24,兖州,23:30,23:53,30:50,2292
25,泰山,00:49,00:52,31:46,2375
26,济南,01:50,02:11,32:44,2448
27,淄博,03:16,03:20,33:49,2680
28,潍坊,04:22,04:30,34:51,2674
29,高密,05:13,05:16,35:34,2747
30,青岛北,06:05,06:08,36:23,2842
31,青岛,06:31,06:31,36:46,2857
