Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,徐州东,----,06:58,00:00,-
2,宿州东,07:16,07:18,00:18,68
3,蚌埠南,07:41,07:43,00:41,156
4,水家湖,08:03,08:05,01:01,219
5,合肥南,08:40,08:46,01:36,224
6,巢湖东,09:07,09:09,01:57,229
7,无为,09:22,09:24,02:10,234
8,泾县,09:48,09:50,02:34,-
9,绩溪北,10:10,10:13,02:54,254
10,黄山北,10:28,10:32,03:09,259
11,德兴,10:59,11:01,03:36,269
12,上饶,11:19,11:21,03:54,977
13,武夷山北,11:43,11:45,04:16,279
14,建瓯西,12:08,12:10,04:39,289
15,延平,12:26,12:28,04:55,-
16,古田北,12:43,12:45,05:10,299
17,福州,13:13,13:16,05:38,304
18,莆田,13:59,14:01,06:21,409
19,泉州,14:26,14:28,06:46,478
20,厦门北,14:57,14:57,07:15,549
