Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,----,15:03,00:00,-
2,绵阳,16:44,16:58,01:41,115
3,江油,17:36,17:41,02:19,157
4,广元,20:29,20:41,05:07,319
5,陇南,23:03,23:09,07:29,329
6,哈达铺,00:35,00:39,08:55,334
7,渭源,01:55,02:04,10:11,694
8,兰州,03:40,03:55,11:47,1172
9,定西,05:11,05:14,13:03,1054
10,陇西,06:07,06:11,13:56,970
11,甘谷,06:59,07:01,14:44,891
12,天水,08:15,08:23,15:58,824
13,清水县,08:51,08:53,16:26,-
14,张家川,09:17,09:19,16:50,-
15,安口窑,10:14,10:20,17:45,-
16,平凉,12:03,12:12,19:28,872
17,固原,13:49,13:53,21:05,963
18,同心,15:24,15:26,22:36,1082
19,中卫,16:57,17:12,24:07,1180
20,青铜峡,19:37,19:40,26:32,-
21,银川,21:18,21:18,28:10,1842
