Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,青岛,13:44,13:44,00:00,-
2,青岛北,14:03,14:15,00:19,15
3,潍坊,15:22,15:26,01:26,183
4,淄博,16:08,16:11,02:08,283
5,济南,17:36,17:57,03:33,393
6,泰山,18:46,18:50,04:22,466
7,兖州,19:46,19:50,05:18,484
8,滕州,20:27,20:30,05:55,545
9,枣庄西,20:49,20:53,06:14,579
10,徐州,21:53,22:08,07:14,712
11,开封,00:28,00:30,09:34,989
12,郑州,01:08,01:16,10:12,1061
13,洛阳,02:37,02:43,11:33,1185
14,西安,07:17,07:27,16:07,1572
15,宝鸡,09:03,09:10,17:43,1745
16,天水,10:42,10:48,19:15,1900
17,陇西,12:10,12:14,20:37,2046
18,定西,13:08,13:11,21:31,2130
19,兰州,14:39,14:56,22:59,2248
20,海石湾,16:16,16:20,24:19,2354
21,西宁,17:31,17:31,25:30,2464
