Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,06:10,00:00,-
2,杭州东,06:56,06:59,00:46,159
3,诸暨,07:22,07:24,01:09,252
4,义乌,07:38,07:40,01:23,304
5,金华,07:56,07:58,01:39,352
6,龙游,08:13,08:15,01:54,407
7,衢州,08:26,08:28,02:05,438
8,江山,08:43,08:46,02:20,473
9,上饶,09:06,09:09,02:40,545
10,弋阳,09:26,09:28,02:57,538
11,南昌西,10:12,10:15,03:41,795
12,宜春,10:57,10:59,04:23,957
13,萍乡北,11:17,11:19,04:41,1027
14,醴陵东,11:31,11:33,04:53,1052
15,长沙南,11:56,12:00,05:16,1128
16,韶山南,12:23,12:25,05:39,1189
17,娄底南,12:42,12:44,05:56,1262
18,溆浦南,13:20,13:22,06:32,1394
19,怀化南,13:43,13:47,06:53,1469
20,新晃西,14:11,14:14,07:17,1476
21,三穗,14:33,14:35,07:36,1486
22,贵定北,15:18,15:20,08:19,1563
23,贵阳北,15:40,15:40,08:39,1518
