Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福州,----,08:08,00:00,-
2,永泰,08:33,08:35,00:25,58
3,三明北,09:23,09:25,01:13,195
4,将乐,09:44,09:46,01:32,245
5,泰宁,10:04,10:06,01:50,287
6,建宁县北,10:19,10:21,02:03,317
7,南城,10:50,10:52,02:32,398
8,抚州,11:11,11:13,02:51,446
9,南昌西,11:52,11:59,03:30,271
10,共青城,12:27,12:29,03:58,626
11,德安,12:35,12:37,04:04,698
12,庐山,12:52,12:54,04:19,663
13,瑞昌西,13:06,13:08,04:31,697
14,阳新,13:32,13:34,04:55,824
15,黄石北,13:52,13:56,05:13,795
16,鄂州,14:07,14:10,05:24,831
17,武汉,14:34,14:34,05:48,891
