Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,11:20,00:00,-
2,石林西,11:38,11:40,00:18,5
3,珠琳,12:35,12:38,01:13,-
4,广南县,12:55,12:57,01:30,20
5,富宁,13:19,13:21,01:52,25
6,百色,13:59,14:03,02:30,30
7,田阳,14:17,14:21,02:44,65
8,平果,14:47,14:51,03:10,75
9,隆安东,15:01,15:03,03:20,80
10,南宁,15:35,15:40,03:52,85
11,南宁东,15:51,15:55,04:03,96
12,贵港,16:36,16:38,04:44,860
13,平南南,17:07,17:09,05:13,519
14,梧州南,17:36,17:39,05:40,603
15,郁南,17:53,17:55,05:54,634
16,云浮东,18:19,18:21,06:18,1145
17,肇庆东,18:41,18:43,06:38,773
18,佛山西,19:04,19:06,06:59,1250
19,广州南,19:26,19:26,07:19,689
