Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,赣州,----,09:33,00:00,-
2,于都,10:00,10:02,00:27,56
3,瑞金,10:29,10:31,00:54,130
4,长汀南,10:47,10:49,01:10,71
5,冠豸山,11:07,11:09,01:28,76
6,古田会址,11:26,11:28,01:45,145
7,龙岩,11:43,12:03,02:00,86
8,雁石南,12:20,12:22,02:17,-
9,漳平西,12:33,12:35,02:28,-
10,永安南,13:01,13:03,02:54,-
11,三明,13:19,13:22,03:10,-
12,三明北,13:36,13:45,03:24,-
13,永泰,14:33,14:44,04:12,-
14,福州,15:09,15:14,04:37,487
15,连江,15:38,15:40,05:01,-
16,罗源,15:53,15:55,05:14,717
17,宁德,16:07,16:18,05:26,541
18,福安,16:30,16:32,05:38,568
19,太姥山,16:56,16:58,06:02,-
20,福鼎,17:08,17:08,06:12,600
