Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,10:42,10:42,00:00,-
2,德阳,11:05,11:07,00:23,66
3,绵阳,11:24,11:26,00:40,113
4,江油,11:43,11:45,00:57,162
5,青川,12:12,12:14,01:24,222
6,广元,12:33,12:37,01:43,171
7,汉中,13:20,13:24,02:26,416
8,西安北,14:37,14:47,03:39,658
9,渭南北,15:04,15:06,03:56,721
10,华山北,15:25,15:27,04:15,779
11,三门峡南,15:53,15:56,04:41,915
12,洛阳龙门,16:27,16:29,05:12,1038
13,郑州东,17:07,17:13,05:50,1698
14,新乡东,17:33,17:35,06:10,1765
15,安阳东,18:01,18:03,06:36,1875
16,邯郸东,18:20,18:22,06:53,1418
17,石家庄,19:01,19:05,07:32,2110
18,正定机场,19:19,19:21,07:46,-
19,保定东,19:48,19:50,08:13,2252
20,涿州东,20:11,20:13,08:34,1812
21,北京西,20:38,20:38,08:59,2391
