Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,----,09:21,00:00,-
2,惠州南,09:47,09:49,00:26,56
3,汕尾,10:24,10:26,01:01,156
4,潮汕,11:22,11:26,01:57,305
5,饶平,11:45,11:56,02:16,346
6,云霄,12:15,12:17,02:35,396
7,漳州,12:45,12:47,03:03,562
8,厦门北,13:07,13:11,03:23,514
9,泉州,13:36,13:38,03:48,585
10,莆田,14:03,14:05,04:13,654
11,福州南,14:35,14:42,04:43,740
12,罗源,15:13,15:15,05:14,804
13,宁德,15:26,15:28,05:25,828
14,福安,15:40,15:42,05:37,855
15,瑞安,16:35,16:37,06:30,1011
16,温州南,16:48,16:50,06:41,1034
17,雁荡山,17:18,17:20,07:09,1110
18,台州,17:39,17:41,07:28,1157
19,宁海,18:10,18:12,07:57,1237
20,宁波,18:41,18:46,08:26,1309
21,余姚北,19:06,19:08,08:46,1358
22,绍兴东,19:20,19:22,08:58,1363
23,绍兴北,19:33,19:38,09:09,1421
24,杭州东,19:58,20:01,09:29,1411
25,海宁西,20:13,20:27,09:41,1490
26,桐乡,20:36,20:38,09:50,1511
27,嘉善南,20:53,20:55,10:05,1556
28,上海虹桥,21:20,21:25,10:30,1570
29,苏州,21:53,21:55,10:58,1707
30,无锡,22:10,22:12,11:13,1749
31,常州,22:27,22:29,11:28,1788
32,南京,23:12,23:12,12:11,1924
