Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,09:20,00:00,-
2,石林西,09:38,09:40,00:18,5
3,弥勒,09:55,09:57,00:33,10
4,普者黑,10:31,10:35,01:07,15
5,广南县,11:03,11:05,01:35,20
6,百色,12:01,12:05,02:31,30
7,田阳,12:19,12:23,02:45,65
8,田东北,12:33,12:35,02:55,70
9,南宁西,13:11,13:13,03:31,85
10,南宁,13:35,13:39,03:53,85
11,南宁东,13:50,13:56,04:04,96
12,宾阳,14:21,14:23,04:29,236
13,桂平,14:59,15:01,05:05,484
14,平南南,15:14,15:16,05:18,519
15,梧州南,15:43,15:46,05:45,603
16,郁南,15:59,16:01,05:58,634
17,云浮东,16:25,16:27,06:22,1145
18,肇庆东,16:47,16:49,06:42,773
19,佛山西,17:10,17:13,07:03,1250
20,广州南,17:33,17:33,07:23,689
