Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明,----,07:20,00:00,-
2,王家营西,07:41,07:44,00:21,17
3,广南卫,07:53,08:28,00:30,25
4,七甸,08:39,08:41,00:41,36
5,施家嘴,08:52,08:59,00:52,47
6,永丰营,09:13,09:19,01:06,59
7,乐善村,09:36,09:42,01:23,71
8,宜良北,09:54,10:03,01:35,5
9,班猫箐,10:15,10:17,01:47,95
10,石林南,10:29,10:34,01:59,106
11,石林,10:41,10:52,02:06,111
12,茂舍祖,11:03,11:06,02:17,121
13,西街口,11:18,11:21,02:29,133
14,宜耐,11:32,11:34,02:40,143
15,陆良,11:46,11:49,02:52,154
16,秧草地,12:03,12:05,03:06,169
17,长坡岭,12:14,12:27,03:15,178
18,师宗,12:38,12:42,03:26,189
19,中寨,13:01,13:39,03:45,211
20,羊者窝,13:51,14:18,03:57,223
21,罗平,14:30,14:34,04:09,235
22,芦沟,14:44,14:47,04:19,244
23,江所田,14:58,15:08,04:30,255
24,小得江,15:20,15:22,04:42,266
25,岔江,15:36,15:38,04:56,276
26,革居,15:49,15:51,05:07,285
27,大田边,16:07,16:09,05:23,299
28,威舍,16:19,16:49,05:33,308
29,新坪田,17:00,17:02,05:44,317
30,瓦窑田,17:14,17:16,05:56,325
31,小雨谷,17:30,17:32,06:10,336
32,威箐,17:44,17:46,06:22,346
33,鲁番,18:01,18:05,06:37,358
34,上西铺,18:17,18:21,06:49,368
35,红果,18:31,18:31,06:59,261
