Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,佳木斯,18:20,18:20,00:00,-
2,汤原,18:55,18:59,00:35,50
3,浩良河,19:24,19:29,01:00,87
4,南岔,20:18,20:28,01:49,153
5,带岭,20:57,21:00,02:18,186
6,朗乡,21:13,21:16,02:31,200
7,神树,21:53,21:56,03:08,246
8,庆安,22:51,22:54,04:03,328
9,绥化,23:37,23:44,04:46,382
10,哈尔滨东,01:04,01:46,06:06,500
11,长春,05:24,05:32,09:44,718
12,公主岭,06:10,06:12,10:22,815
13,郭家店,06:29,06:31,10:39,842
14,四平,06:56,07:00,11:04,867
15,昌图,07:36,07:39,11:40,921
16,开原,07:59,08:02,12:00,952
17,铁岭,08:24,08:27,12:22,985
18,沈阳,09:24,09:24,13:19,1055
