Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,06:44,00:00,-
2,苏州,07:09,07:11,00:25,84
3,无锡新区,07:23,07:24,00:37,113
4,无锡,07:32,07:34,00:45,126
5,戚墅堰,07:46,07:52,00:57,154
6,常州,07:59,08:01,01:04,165
7,丹阳,08:17,08:19,01:20,209
8,镇江,08:31,08:33,01:32,237
9,南京南,09:02,09:10,02:01,295
10,全椒,09:30,09:32,02:21,351
11,合肥南,10:08,10:13,02:57,452
12,六安,10:37,10:39,03:21,539
13,汉口,12:02,12:22,04:44,811
14,随州南,13:11,13:13,05:33,-
15,枣阳,13:34,13:36,05:54,-
16,襄阳东,13:50,13:54,06:08,-
17,武当山西,14:31,14:33,06:45,-
18,十堰东,14:45,14:45,06:57,-
