Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海南,06:29,06:29,00:00,-
2,上海虹桥,06:55,07:03,00:26,-
3,昆山南,07:22,07:24,00:45,-
4,苏州,07:38,07:40,00:59,98
5,无锡,07:55,07:57,01:14,-
6,常州,08:12,08:14,01:29,-
7,丹阳,08:30,08:32,01:45,-
8,镇江,08:44,08:46,01:57,-
9,南京南,09:17,09:20,02:28,-
10,全椒,09:40,09:42,02:48,-
11,合肥南,10:18,10:23,03:24,-
12,六安,10:47,10:49,03:48,673
13,金寨,11:06,11:08,04:05,-
14,汉口,12:15,12:43,05:12,1173
15,天门南,13:18,13:22,05:47,-
16,荆州,14:04,14:12,06:29,-
17,宜昌东,14:47,14:55,07:04,1664
18,巴东,15:47,15:49,07:56,-
19,建始,16:22,16:24,08:29,-
20,恩施,16:45,16:51,08:50,1622
21,利川,17:23,17:26,09:22,-
22,石柱县,18:04,18:06,10:00,-
23,重庆北,19:15,19:15,11:09,2091
