Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州,----,20:42,00:00,-
2,德清西,21:19,21:22,00:37,68
3,长兴南,22:00,22:05,01:15,126
4,广德,22:35,22:38,01:45,177
5,宣城,23:18,23:21,02:25,240
6,芜湖,00:12,00:18,03:16,304
7,巢湖,01:05,01:09,04:03,381
8,合肥,01:58,02:13,04:52,445
9,淮南,03:14,03:18,05:53,540
10,阜阳,04:37,04:54,07:12,666
11,亳州,06:04,06:17,08:22,770
12,商丘南,07:14,07:19,09:19,834
13,菏泽,08:33,08:36,10:33,939
14,郓城,09:09,09:13,11:06,995
15,聊城,10:12,10:18,12:05,1095
16,清河城,11:16,11:18,13:03,1167
17,衡水,12:11,12:22,13:56,1335
18,辛集,12:56,12:58,14:30,1413
19,石家庄北,13:59,14:31,15:31,1467
20,太原,16:27,16:44,17:27,1692
21,忻州,17:50,17:54,18:33,1692
22,原平,18:22,18:32,19:01,1728
23,山阴,19:26,19:29,19:55,1816
24,怀仁东,19:58,20:17,20:24,1859
25,大同,21:02,21:02,21:09,1904
