Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,牡丹江,10:53,10:53,00:00,-
2,海林,11:14,11:17,00:21,22
3,山市,11:40,11:42,00:44,51
4,横道河子,12:10,12:12,01:12,83
5,亚布力,13:00,13:02,02:00,143
6,苇河,13:18,13:21,02:16,163
7,一面坡,13:47,13:49,02:42,194
8,尚志,14:05,14:08,02:58,214
9,帽儿山,14:43,14:45,03:33,255
10,平山,14:55,14:57,03:43,266
11,小岭,15:06,15:08,03:52,276
12,玉泉,15:22,15:24,04:06,293
13,阿城,15:45,15:47,04:27,314
14,成高子,16:05,16:07,04:45,335
15,哈尔滨,16:48,17:08,05:26,355
16,双城堡,17:46,17:50,06:04,340
17,扶余,18:23,18:25,06:37,391
18,长春,19:53,20:15,08:05,600
19,公主岭,20:53,20:55,08:43,662
20,四平,21:35,21:37,09:23,715
21,昌图,22:10,22:12,09:56,703
22,铁岭,22:54,22:57,10:38,833
23,沈阳,23:53,00:05,11:34,903
24,辽阳,00:49,00:52,12:18,967
25,鞍山,01:12,01:15,12:38,992
26,海城,01:41,01:44,13:04,1028
27,大石桥,02:14,02:17,13:34,1060
28,熊岳城,02:56,02:59,14:13,1121
29,瓦房店,03:48,03:51,15:02,1195
30,普兰店,04:11,04:14,15:22,1223
31,金州,04:45,04:49,15:53,1267
32,大连,05:24,05:24,16:28,1300
