Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,08:52,08:52,00:00,-
2,内江北,09:34,09:36,00:42,149
3,成都东,10:18,10:22,01:24,302
4,德阳,10:45,10:48,01:47,368
5,绵阳,11:05,11:09,02:04,415
6,江油,11:26,11:38,02:21,454
7,剑门关,12:08,12:11,02:51,542
8,广元,12:25,12:29,03:05,580
9,宁强南,12:53,13:08,03:29,420
10,汉中,13:33,13:41,03:54,718
11,城固北,13:52,13:54,04:05,-
12,佛坪,14:18,14:20,04:29,593
13,鄠邑,14:50,14:52,04:59,688
14,西安北,15:14,15:28,05:21,960
15,渭南北,15:45,15:47,05:38,1023
16,渑池南,16:40,16:42,06:31,1275
17,洛阳龙门,17:00,17:02,06:49,1340
18,郑州东,17:40,17:49,07:27,1483
19,民权北,18:28,18:30,08:06,1623
20,商丘,18:46,18:48,08:22,1673
21,永城北,19:11,19:13,08:45,1762
22,徐州东,19:38,19:42,09:10,1843
23,宿迁,20:15,20:17,09:43,-
24,泗阳,20:32,20:34,09:58,-
25,淮安东,20:51,20:53,10:15,-
26,建湖,21:14,21:16,10:36,-
27,盐城,21:32,21:32,10:52,-
