Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,赣州,----,06:20,00:00,-
2,长汀南,07:20,07:22,01:00,71
3,冠豸山,07:40,07:42,01:18,76
4,古田会址,07:59,08:01,01:35,145
5,龙岩,08:16,08:21,01:50,86
6,南靖,08:53,08:55,02:22,166
7,漳州,09:10,09:12,02:37,200
8,厦门北,09:32,09:34,02:57,242
9,晋江,09:52,09:54,03:15,248
10,泉州,10:05,10:07,03:26,313
11,莆田,10:32,10:39,03:51,382
12,福清,10:58,11:00,04:10,432
13,福州南,11:15,11:25,04:25,468
14,宁德,12:02,12:04,05:02,541
15,平阳,13:06,13:08,06:04,-
16,温州南,13:25,13:27,06:21,747
17,乐清,13:42,13:44,06:36,-
18,温岭,14:08,14:10,07:00,846
19,台州,14:21,14:23,07:11,870
20,宁波,15:18,15:22,08:06,1174
21,绍兴北,16:00,16:06,08:44,1286
22,杭州东,16:26,16:41,09:04,863
23,桐乡,16:58,17:00,09:21,1424
24,嘉兴南,17:11,17:13,09:32,1404
25,上海虹桥,17:42,17:46,10:01,1488
26,昆山南,18:05,18:07,10:20,1538
27,苏州园区,18:17,18:39,10:30,1562
28,苏州,18:46,18:48,10:37,1572
29,无锡,19:04,19:06,10:53,1614
30,惠山,19:14,19:16,11:01,1628
31,常州,19:27,19:29,11:12,1701
32,丹阳,19:45,19:50,11:28,1538
33,镇江,20:03,20:05,11:41,1725
34,南京,20:28,20:28,12:04,1837
