Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,邯郸,----,12:51,00:00,-
2,康城,13:17,13:19,00:26,-
3,武安,13:29,13:31,00:36,30
4,午汲,13:40,13:42,00:45,37
5,磁山,13:52,13:58,00:55,44
6,徘徊北,14:12,14:13,01:09,56
7,新固镇,14:21,14:23,01:17,62
8,什里店,14:32,14:34,01:26,70
9,阳邑,14:43,14:45,01:35,77
10,豆庄,14:54,14:56,01:44,84
11,偏店,15:11,15:13,01:59,-
12,井店,15:22,15:24,02:08,104
13,涉县,15:33,15:36,02:17,111
14,悬钟,15:51,15:56,02:32,125
15,南峧,16:30,16:32,03:06,-
16,东阳关,17:02,17:04,03:36,-
17,黎城,17:17,17:20,03:49,168
18,水洋,17:31,17:33,04:00,-
19,常村,17:44,17:46,04:11,-
20,漫流河,17:58,18:00,04:23,-
21,微子镇,18:23,18:25,04:46,-
22,潞城,18:35,18:37,04:56,209
23,北舍,18:46,18:48,05:05,-
24,长治北,18:58,18:58,05:15,220
