2210-14,途径,哈尔滨东站
2210-15,途径,哈尔滨站
2210-16,途径,扶余站
2210-17,途径,长春站
2210-18,途径,四平站
2210-19,途径,沈阳站
2210-20,途径,辽阳站
2210-21,途径,鞍山站
2210-22,途径,海城站
2210-23,途径,大石桥站
2210-24,途径,盖州站
2210-25,途径,熊岳城站
2210-26,途径,许家屯站
2210-27,途径,瓦房店站
2210-28,途径,普兰店站
2210-29,途径,金州站
2210-30,途径,大连站
2256-1,途径,北京站
2256-2,途径,通州西站
2256-3,途径,密云北站
2256-4,途径,兴隆县站
2256-5,途径,鹰手营子站
2256-6,途径,承德站
2256-7,途径,下板城站
2256-8,途径,平泉站
2256-9,途径,凌源站
2256-10,途径,叶柏寿站
2256-11,途径,朝阳南站
2256-12,途径,义县西站
2256-13,途径,阜新南站
2256-14,途径,新立屯站
2256-15,途径,沈阳站
2256-16,途径,本溪站
2256-17,途径,小市站
2256-18,途径,五女山站
2256-19,途径,通化站
2256-20,途径,白山市站
2257-1,途径,北京站
2257-2,途径,通州西站
2257-3,途径,密云北站
2257-4,途径,兴隆县站
2257-5,途径,鹰手营子站
2257-6,途径,承德站
2257-7,途径,下板城站
2257-8,途径,平泉站
2257-9,途径,凌源站
2257-10,途径,叶柏寿站
2257-11,途径,朝阳南站
2257-12,途径,义县西站
2257-13,途径,阜新南站
2257-14,途径,新立屯站
2257-15,途径,沈阳站
2257-16,途径,本溪站
2257-17,途径,小市站
2257-18,途径,五女山站
2257-19,途径,通化站
2257-20,途径,白山市站
2258-1,途径,白山市站
2258-2,途径,通化站
2258-3,途径,五女山站
2258-4,途径,小市站
2258-5,途径,本溪站
2258-6,途径,沈阳站
2258-7,途径,新立屯站
2258-8,途径,阜新南站
2258-9,途径,义县西站
2258-10,途径,朝阳南站
2258-11,途径,叶柏寿站
2258-12,途径,凌源站
2258-13,途径,平泉站
2258-14,途径,承德站
2258-15,途径,鹰手营子站
2258-16,途径,兴隆县站
2258-17,途径,密云北站
2258-18,途径,怀柔站
2258-19,途径,顺义站
2258-20,途径,通州西站
2258-21,途径,北京站
2461-1,途径,临汾站
2461-2,途径,洪洞站
2461-3,途径,赵城站
2461-4,途径,霍州站
2461-5,途径,灵石站
2461-6,途径,介休站
2461-7,途径,平遥站
2461-8,途径,祁县站
2461-9,途径,太谷站
2461-10,途径,榆次站
2461-11,途径,太原站
2461-12,途径,太原东站
2461-13,途径,忻州站
2461-14,途径,原平站
2461-15,途径,宁武站
2461-16,途径,朔州站
2461-17,途径,怀仁站
2461-18,途径,大同站
2461-19,途径,丰镇站
2461-20,途径,集宁南站
2461-21,途径,卓资东站
2461-22,途径,呼和浩特东站
2461-23,途径,萨拉齐站
2461-24,途径,包头东站
2461-25,途径,包头站
2462-1,途径,包头站
2462-2,途径,包头东站
2462-3,途径,萨拉齐站
2462-4,途径,呼和浩特东站
2462-5,途径,卓资东站
2462-6,途径,集宁南站
2462-7,途径,丰镇站
2462-8,途径,大同站
2462-9,途径,怀仁站
2462-10,途径,岱岳站
2462-11,途径,朔州站
2462-12,途径,宁武站
2462-13,途径,原平站
2462-14,途径,忻州站
2462-15,途径,太原东站
2462-16,途径,太原站
2462-17,途径,榆次站
2462-18,途径,太谷站
2462-19,途径,祁县站
2462-20,途径,平遥站
2462-21,途径,介休站
2462-22,途径,灵石站
2462-23,途径,霍州站
2462-24,途径,赵城站
2462-25,途径,洪洞站
2462-26,途径,临汾站
2463-1,途径,包头站
2463-2,途径,包头东站
2463-3,途径,萨拉齐站
2463-4,途径,呼和浩特东站
2463-5,途径,卓资东站
2463-6,途径,集宁南站
2463-7,途径,丰镇站
2463-8,途径,大同站
2463-9,途径,怀仁站
2463-10,途径,岱岳站
2463-11,途径,朔州站
2463-12,途径,宁武站
2463-13,途径,原平站
2463-14,途径,忻州站
2463-15,途径,太原东站
2463-16,途径,太原站
2463-17,途径,榆次站
