epoch,Training Loss,Valid. Loss,Valid. Accur.,Training Time,Validation Time
1,0.7154179971665144,0.046052999794483185,0.9977678571428571,0:11:09,0:00:25
2,0.02940699683967978,0.01338272777918194,1.0,0:11:10,0:00:25
3,0.00884943186538294,0.0033632587042770217,1.0,0:11:09,0:00:25
